roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-1938,male,group A,bachelor's degree,1,1,72,78,91,67,308,B
std-1939,male,group E,some high school,1,0,49,100,43,66,258,B
std-1940,male,group D,associate's degree,1,1,37,76,68,14,195,D
std-1941,male,group B,high school,0,0,77,82,75,65,299,B
std-1942,male,group C,some college,1,0,63,41,97,63,264,B
std-1943,male,group B,some high school,0,0,82,60,70,55,267,B
std-1944,male,group D,some college,1,0,43,53,27,72,195,D
std-1945,male,group B,some college,1,0,58,66,100,35,259,B
std-1946,male,group D,bachelor's degree,1,0,22,41,34,61,158,D
std-1947,male,group C,high school,0,0,79,45,82,76,282,B
std-1948,male,group C,some college,0,1,50,51,71,36,208,C
std-1949,male,group C,associate's degree,0,0,23,35,76,68,202,C
std-1950,male,group A,some college,0,1,91,87,74,58,310,B
std-1951,male,group B,some high school,1,1,100,94,66,60,320,A
std-1952,male,group B,high school,0,0,47,66,100,47,260,B
std-1953,male,group E,some high school,1,0,69,96,100,73,338,A
std-1954,male,group C,some college,1,0,90,68,94,10,262,B
std-1955,male,group A,some college,1,0,47,49,80,50,226,C
std-1956,male,group C,bachelor's degree,1,0,74,76,89,71,310,B
std-1957,male,group D,some high school,0,0,37,71,57,57,222,C
std-1958,male,group C,associate's degree,0,1,61,85,80,48,274,B
std-1959,male,group D,bachelor's degree,1,1,86,55,78,88,307,B
std-1960,male,group C,associate's degree,1,0,87,77,46,92,302,B
std-1961,male,group D,bachelor's degree,1,1,100,100,51,81,332,A
std-1962,male,group B,some college,0,0,60,63,51,48,222,C
std-1963,male,group B,some high school,0,1,77,99,36,69,281,B
std-1964,male,group E,some college,0,0,60,77,12,11,160,D
std-1965,male,group B,some high school,1,0,55,78,71,93,297,B
std-1966,male,group C,bachelor's degree,1,0,64,86,52,56,258,B
std-1967,male,group C,master's degree,1,0,15,77,43,37,172,D
std-1968,male,group B,high school,1,0,34,45,77,58,214,C
std-1969,male,group C,some college,1,1,40,83,65,69,257,B
std-1970,male,group D,master's degree,1,0,30,23,72,56,181,D
std-1971,male,group C,high school,1,1,34,62,33,52,181,D
std-1972,male,group C,bachelor's degree,1,0,30,67,79,69,245,C
std-1973,male,group D,bachelor's degree,0,0,24,70,67,96,257,B
std-1974,male,group B,master's degree,1,0,44,50,53,57,204,C
std-1975,male,group D,some college,1,0,62,70,83,88,303,B
std-1976,male,group B,associate's degree,1,0,81,77,71,74,303,B
std-1977,male,group B,master's degree,1,0,16,71,61,45,193,D
std-1978,male,group C,some high school,1,0,80,100,89,73,342,A
std-1979,male,group A,some high school,0,1,70,100,49,32,251,B
std-1980,male,group C,associate's degree,1,0,45,57,49,100,251,B
std-1981,male,group E,some college,0,0,30,93,49,88,260,B
std-1982,male,group B,associate's degree,1,0,38,44,90,28,200,C
std-1983,male,group C,some college,0,0,12,98,72,65,247,C
std-1984,male,group C,associate's degree,0,0,35,74,46,100,255,B
std-1985,male,group C,some college,0,1,58,53,100,36,247,C
std-1986,male,group D,some high school,0,1,10,90,79,29,208,C
std-1987,male,group D,some college,1,0,97,78,60,72,307,B
std-1988,male,group B,associate's degree,0,0,50,86,64,58,258,B
std-1989,male,group D,high school,0,0,39,75,62,36,212,C
std-1990,male,group A,associate's degree,0,1,58,93,67,48,266,B
std-1991,male,group D,some high school,1,0,15,100,100,73,288,B
std-1992,male,group D,master's degree,1,1,51,62,27,76,216,C
std-1993,male,group B,some high school,1,0,98,90,90,80,358,A
std-1994,male,group E,some college,0,1,38,80,70,74,262,B
std-1995,male,group A,high school,0,1,83,72,74,87,316,B
std-1996,male,group C,high school,1,0,24,90,100,70,284,B
std-1997,male,group C,associate's degree,1,0,29,44,38,77,188,D
std-1998,male,group D,high school,0,0,45,41,51,46,183,D
std-1999,male,group C,high school,1,1,74,87,46,44,251,B
std-2000,male,group C,master's degree,1,0,42,100,52,82,276,B
std-2001,male,group D,some college,0,1,71,59,47,40,217,C
std-2002,male,group D,some college,1,0,56,83,79,80,298,B
std-2003,male,group D,associate's degree,0,1,48,51,80,69,248,C
std-2004,male,group B,some college,1,0,14,71,53,47,185,D
std-2005,male,group C,bachelor's degree,1,1,20,40,62,35,157,D
std-2006,male,group E,high school,1,1,50,100,48,39,237,C
std-2007,male,group B,associate's degree,1,0,65,73,79,79,296,B
std-2008,male,group C,bachelor's degree,0,0,48,100,75,67,290,B
std-2009,male,group B,bachelor's degree,0,0,40,47,67,63,217,C
std-2010,male,group D,high school,1,0,42,74,60,43,219,C
std-2011,male,group C,high school,1,0,38,38,50,29,155,D
std-2012,male,group C,associate's degree,0,0,36,57,75,55,223,C
std-2013,male,group C,some college,0,1,49,96,58,75,278,B
std-2014,male,group E,some college,0,0,20,53,59,73,205,C
std-2015,male,group C,some college,1,1,94,88,57,63,302,B
std-2016,male,group A,high school,0,0,47,51,89,56,243,C
std-2017,male,group C,high school,1,1,98,100,57,94,349,A
std-2018,male,group D,associate's degree,1,1,0,53,74,82,209,C
std-2019,male,group D,some high school,1,0,99,80,74,91,344,A
std-2020,male,group C,some high school,0,0,73,100,79,63,315,B
std-2021,male,group C,some college,1,0,45,47,64,100,256,B
std-2022,male,group E,some college,1,0,26,41,53,9,129,Fail
std-2023,male,group B,high school,0,0,81,70,48,81,280,B
std-2024,male,group C,high school,1,0,36,86,86,42,250,B
std-2025,male,group D,bachelor's degree,1,0,23,89,48,82,242,C
std-2026,male,group D,bachelor's degree,0,1,46,85,51,86,268,B
std-2027,male,group D,some high school,1,1,49,98,80,76,303,B
std-2028,male,group D,bachelor's degree,0,1,46,83,55,36,220,C
std-2029,male,group C,some high school,1,0,41,78,99,43,261,B
std-2030,male,group A,high school,0,0,80,91,85,84,340,A
std-2031,male,group C,associate's degree,0,0,54,50,32,70,206,C
std-2032,male,group B,some high school,1,1,58,73,46,86,263,B
std-2033,male,group A,some high school,1,0,66,94,62,60,282,B
std-2034,male,group A,some high school,0,0,53,65,73,57,248,C
std-2035,male,group C,high school,1,1,49,70,78,69,266,B
std-2036,male,group D,bachelor's degree,0,0,32,56,38,36,162,D
std-2037,male,group D,high school,0,0,18,62,38,78,196,D
std-2038,male,group E,associate's degree,0,1,56,61,63,46,226,C
std-2039,male,group C,some high school,1,0,17,77,54,60,208,C
std-2040,male,group C,some high school,0,1,39,75,58,75,247,C
std-2041,male,group C,some high school,1,1,43,100,93,79,315,B
std-2042,male,group E,some college,1,1,83,84,73,80,320,A
std-2043,male,group D,bachelor's degree,0,0,25,100,100,68,293,B
std-2044,male,group C,high school,1,0,39,74,100,85,298,B
std-2045,male,group E,associate's degree,1,1,42,58,81,37,218,C
std-2046,male,group E,associate's degree,1,0,68,66,70,35,239,C
std-2047,male,group B,high school,0,1,61,77,55,66,259,B
std-2048,male,group C,some college,1,1,15,74,45,64,198,D
std-2049,male,group C,some college,0,1,15,73,48,38,174,D
std-2050,male,group C,bachelor's degree,0,1,85,69,61,46,261,B
std-2051,male,group C,some college,1,1,86,52,64,58,260,B
std-2052,male,group B,some high school,0,0,66,75,100,88,329,A
std-2053,male,group D,bachelor's degree,0,1,62,69,100,76,307,B
std-2054,male,group D,associate's degree,1,1,40,74,32,58,204,C
std-2055,male,group D,bachelor's degree,0,1,30,64,55,55,204,C
std-2056,male,group B,some college,1,1,13,79,45,97,234,C
std-2057,male,group B,some college,0,0,32,48,25,30,135,Fail
std-2058,male,group C,associate's degree,0,1,33,51,61,68,213,C
std-2059,male,group E,some college,1,0,10,67,55,70,202,C
std-2060,male,group C,some college,1,1,41,67,67,51,226,C
std-2061,male,group B,some high school,1,0,42,83,53,61,239,C
std-2062,male,group C,high school,1,1,82,40,55,66,243,C
std-2063,male,group B,associate's degree,0,0,31,80,87,68,266,B
std-2064,male,group A,associate's degree,1,0,28,74,50,72,224,C
std-2065,male,group E,bachelor's degree,1,1,70,100,70,55,295,B
std-2066,male,group E,bachelor's degree,1,1,65,63,65,56,249,C
std-2067,male,group B,associate's degree,0,0,61,52,84,84,281,B
std-2068,male,group D,some college,0,0,47,44,47,65,203,C
std-2069,male,group B,bachelor's degree,1,0,25,84,62,100,271,B
std-2070,male,group C,high school,0,0,34,98,10,72,214,C
std-2071,male,group D,some college,1,0,74,87,93,69,323,A
std-2072,male,group C,some college,0,1,65,100,87,87,339,A
std-2073,male,group C,high school,1,0,42,82,89,54,267,B
std-2074,male,group D,some college,1,0,36,58,71,34,199,D
std-2075,male,group B,high school,1,0,35,56,76,75,242,C
std-2076,male,group C,some high school,0,0,94,18,39,100,251,B
std-2077,male,group D,high school,1,1,33,39,69,100,241,C
std-2078,male,group C,associate's degree,0,0,36,97,62,37,232,C
std-2079,male,group A,some high school,0,0,19,73,56,39,187,D
std-2080,male,group E,some high school,1,1,24,51,59,41,175,D
std-2081,male,group E,some high school,1,0,28,34,69,59,190,D
std-2082,male,group D,some college,1,0,52,91,64,58,265,B
std-2083,male,group A,some high school,1,0,11,44,73,9,137,Fail
std-2084,male,group D,some college,1,1,16,53,51,44,164,D
std-2085,male,group E,master's degree,1,0,76,47,53,99,275,B
std-2086,male,group A,high school,1,0,51,61,54,56,222,C
std-2087,male,group B,bachelor's degree,0,0,19,62,34,67,182,D
std-2088,male,group C,high school,0,1,38,37,78,54,207,C
std-2089,male,group C,high school,1,0,100,100,71,87,358,A
std-2090,male,group B,associate's degree,0,1,28,100,54,76,258,B
std-2091,male,group E,high school,0,0,47,57,89,69,262,B
std-2092,male,group E,bachelor's degree,1,0,14,29,56,36,135,Fail
std-2093,male,group C,some high school,0,0,44,72,63,61,240,C
std-2094,male,group C,master's degree,1,1,69,64,46,47,226,C
std-2095,male,group B,high school,1,0,72,70,70,55,267,B
std-2096,male,group B,bachelor's degree,1,0,24,47,54,50,175,D
std-2097,male,group D,high school,0,1,73,56,77,100,,B
std-2098,male,group C,high school,1,0,50,81,87,52,270,B
std-2099,male,group A,high school,0,0,17,68,,66,220,C
std-2100,male,group C,associate's degree,1,0,23,,71,85,240,C
std-2101,male,group D,some college,0,,,95,63,77,313,B
std-2102,male,group A,high school,1,1,80,40,64,68,252,B
std-2103,male,group E,master's degree,,0,39,72,100,59,270,B
std-2104,male,group B,,1,1,36,55,38,95,224,C
std-2105,male,,high school,0,0,48,56,49,76,229,C
std-2106,,group A,some high school,1,1,10,77,53,29,169,D
std-2107,male,group B,high school,0,0,37,52,60,74,223,C
std-2108,male,group C,some college,1,1,67,52,82,73,274,B
std-2109,male,group C,bachelor's degree,1,0,41,78,84,68,271,B
std-2110,male,group C,high school,1,1,49,68,72,17,206,C
std-2111,male,group E,bachelor's degree,1,1,0,94,52,46,192,D
std-2112,male,group C,some high school,1,0,54,67,66,60,247,C
std-2113,male,group D,some college,1,0,27,87,79,9,202,C
std-2114,male,group C,some college,1,1,33,81,72,82,268,B
std-2115,male,group D,associate's degree,1,0,59,45,59,94,257,B
std-2116,male,group B,bachelor's degree,0,0,67,98,79,94,338,A
std-2117,male,group B,associate's degree,1,0,96,43,64,44,247,C
std-2118,male,group B,bachelor's degree,1,1,66,54,82,87,289,B
std-2119,male,group D,some college,0,0,62,86,63,42,253,B
std-2120,male,group D,high school,0,1,84,69,69,10,232,C
std-2121,male,group E,some high school,1,0,86,68,77,58,289,B
std-2122,male,group D,some college,1,0,61,88,69,83,301,B
std-2123,male,group C,some high school,1,0,41,86,40,74,241,C
std-2124,male,group E,some college,1,0,55,100,43,49,247,C
std-2125,male,group A,some high school,1,1,10,86,82,67,245,C
std-2126,male,group A,high school,0,1,51,43,55,72,221,C
std-2127,male,group D,high school,1,1,39,42,66,76,223,C
std-2128,male,group B,high school,1,1,45,73,82,64,264,B
std-2129,male,group D,associate's degree,1,1,68,58,67,87,280,B
std-2130,male,group D,associate's degree,1,1,47,77,89,78,291,B
std-2131,male,group E,some high school,0,1,46,66,68,42,222,C
std-2132,male,group B,high school,0,0,50,43,86,100,279,B
std-2133,male,group B,some college,0,0,52,70,77,100,299,B
std-2134,male,group C,some college,0,0,83,56,63,91,293,B
std-2135,male,group D,some high school,0,1,64,96,88,100,348,A
std-2136,male,group C,some high school,1,1,99,78,100,69,346,A
std-2137,male,group D,associate's degree,1,1,33,81,100,61,275,B
std-2138,male,group C,some college,1,1,28,75,84,61,248,C
std-2139,male,group C,master's degree,1,0,74,57,56,41,228,C
std-2140,male,group C,some high school,1,0,79,78,84,83,324,A
std-2141,male,group D,high school,0,0,86,81,57,61,285,B
std-2142,male,group E,associate's degree,1,1,36,53,77,57,223,C
std-2143,male,group C,some high school,0,1,24,61,50,64,199,D
std-2144,male,group B,some college,1,1,84,100,80,67,331,A
std-2145,male,group A,some college,1,0,56,39,33,72,200,C
std-2146,male,group D,some college,1,0,62,100,52,52,266,B
std-2147,male,group D,master's degree,0,0,84,69,76,59,288,B
std-2148,male,group D,bachelor's degree,1,0,39,80,58,86,263,B
std-2149,male,group A,some high school,1,0,94,100,74,45,313,B
std-2150,male,group B,master's degree,1,0,22,51,50,58,181,D
std-2151,male,group C,high school,0,0,58,100,61,81,300,B
std-2152,male,group B,some college,1,0,58,84,64,54,260,B
std-2153,male,group B,associate's degree,0,1,87,47,87,69,290,B
std-2154,male,group D,bachelor's degree,0,0,57,27,44,97,225,C
std-2155,male,group E,some college,1,1,39,85,55,36,215,C
std-2156,male,group B,some high school,0,0,99,85,66,31,281,B
std-2157,male,group B,some high school,0,0,91,64,33,34,222,C
std-2158,male,group D,some college,0,1,85,73,68,82,308,B
std-2159,male,group A,some high school,1,0,44,75,73,81,273,B
std-2160,male,group B,associate's degree,1,0,54,97,81,88,320,A
std-2161,male,group D,high school,1,0,71,98,63,54,286,B
std-2162,male,group B,associate's degree,0,0,50,33,80,71,234,C
std-2163,male,group D,some college,0,1,32,25,78,88,223,C
std-2164,male,group B,associate's degree,0,1,83,98,68,92,341,A
std-2165,male,group A,associate's degree,1,0,0,73,53,55,181,D
std-2166,male,group B,some college,1,1,87,100,78,83,348,A
std-2167,male,group E,associate's degree,1,0,61,100,70,47,278,B
std-2168,male,group C,some high school,1,0,33,54,66,42,195,D
std-2169,male,group D,some college,1,1,70,99,62,74,305,B
std-2170,male,group B,master's degree,1,0,23,24,47,50,144,Fail
std-2171,male,group C,some college,0,0,59,76,100,51,286,B
std-2172,male,group C,associate's degree,0,0,48,44,33,48,173,D
std-2173,male,group D,high school,1,0,56,83,56,34,229,C
std-2174,male,group D,some college,0,1,61,75,32,50,218,C
std-2175,male,group C,high school,0,0,80,66,91,29,266,B
std-2176,male,group A,some high school,1,0,37,60,79,55,231,C
std-2177,male,group C,some college,1,0,39,97,96,89,321,A
std-2178,male,group C,associate's degree,1,0,16,85,66,77,244,C
std-2179,male,group C,associate's degree,1,0,50,77,72,63,262,B
std-2180,male,group C,some college,1,1,14,100,97,41,252,B
std-2181,male,group B,bachelor's degree,1,0,43,52,63,69,227,C
std-2182,male,group A,some college,1,0,35,55,30,71,191,D
std-2183,male,group C,bachelor's degree,0,0,79,87,53,41,260,B
std-2184,male,group B,master's degree,0,0,70,79,59,60,268,B
std-2185,male,group D,some college,0,1,28,88,43,63,222,C
std-2186,male,group E,high school,1,0,63,82,78,67,290,B
std-2187,male,group D,bachelor's degree,0,0,76,100,90,81,347,A
std-2188,male,group B,high school,0,0,51,44,69,30,194,D
std-2189,male,group D,associate's degree,1,0,75,92,71,45,283,B
std-2190,male,group D,associate's degree,1,1,56,89,65,36,246,C
std-2191,male,group B,high school,1,0,59,53,89,95,296,B
std-2192,male,group A,some high school,1,0,63,100,66,72,301,B
std-2193,male,group D,associate's degree,1,1,51,40,83,58,232,C
std-2194,male,group C,some college,1,1,68,100,62,100,330,A
std-2195,male,group B,associate's degree,1,0,54,25,49,47,175,D
std-2196,male,group E,some high school,0,1,40,84,83,73,280,B
std-2197,male,group B,associate's degree,0,1,60,76,99,46,281,B
std-2198,male,group D,high school,1,1,31,60,33,59,183,D
std-2199,male,group C,associate's degree,0,0,68,71,88,65,292,B
std-2200,male,group C,some high school,0,1,69,85,63,44,261,B
std-2201,male,group A,some college,0,0,34,24,86,9,153,D
std-2202,male,group C,high school,0,0,22,57,91,9,179,D
std-2203,male,group B,some high school,1,1,48,100,22,50,220,C
std-2204,male,group C,high school,1,0,77,45,60,68,250,B
std-2205,male,group D,associate's degree,0,0,49,62,88,76,275,B
std-2206,male,group A,some college,1,0,43,60,53,69,225,C
std-2207,male,group A,bachelor's degree,0,0,32,60,33,54,179,D
std-2208,male,group B,high school,1,0,46,52,65,69,232,C
std-2209,male,group A,some college,1,1,50,82,91,68,291,B
std-2210,male,group B,some high school,1,0,54,100,45,100,299,B
std-2211,male,group A,bachelor's degree,0,1,39,59,42,52,192,D
std-2212,male,group B,master's degree,1,1,28,84,62,60,234,C
std-2213,male,group D,associate's degree,1,1,54,52,78,50,234,C
std-2214,male,group E,bachelor's degree,1,0,97,88,77,67,329,A
std-2215,male,group C,some high school,0,1,65,83,73,96,317,B
std-2216,male,group B,bachelor's degree,1,0,27,94,56,75,252,B
std-2217,male,group D,some college,1,1,0,43,33,87,163,D
std-2218,male,group B,bachelor's degree,1,0,85,77,74,97,333,A
std-2219,male,group E,some college,0,1,73,87,94,90,344,A
std-2220,male,group C,associate's degree,0,0,37,63,62,100,262,B
std-2221,male,group A,associate's degree,0,0,37,77,44,32,190,D
std-2222,male,group E,some college,0,1,59,60,100,68,287,B
std-2223,male,group E,some college,0,1,73,66,49,67,255,B
std-2224,male,group B,bachelor's degree,1,0,52,86,92,36,266,B
std-2225,male,group E,bachelor's degree,1,0,58,82,51,67,258,B
std-2226,male,group C,bachelor's degree,0,0,53,77,100,67,297,B
std-2227,male,group C,some high school,1,0,79,67,64,89,299,B
